,from_tag,to_tag,ahead_by,behind_by,from_sha,to_sha
456,5.6.1,5.6.7,79,0,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,3de1bdeb3255fedc75885313205143f28aa89e9c
457,5.6.2,5.6.7,54,0,9c1c190107023ffca5f67d6d0184ff5371c5347f,3de1bdeb3255fedc75885313205143f28aa89e9c
458,5.1.2,5.6.7,5037,0,2a52a7106b2bfbd659c591c2d6fc09ad0ab2db5c,3de1bdeb3255fedc75885313205143f28aa89e9c
459,5.1.1,6.0,5445,0,0a231d24c0f1e7ce1d200274b8e9bbe00f9f49fb,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
460,6.2,6.0,0,1288,4a28f29f95254b58f3cf0a0871bc632e998403f5,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
461,4.5.7,6.0,7807,75,e2afb0bff1b8be759789d2c1bc9348de6f519f83,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
462,6.5,6.0,0,3770,ef2ca5b33e5795b841d45e0b20fef3cb90391719,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
463,7.1,6.0,0,5964,ecdde3879059a41f229782061bdad49677dd63f8,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
464,6.1.1,6.0,0,596,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
465,6.7,6.0,0,5198,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
466,5.6.4,6.0,472,52,52298794f1a34a4fd713ff8d441a0c13432e40a9,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
467,6.7.2,6.0,0,5253,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
468,5.6.5,6.0,472,63,29a8d73d1b3fb39fd35c777bf07be40873391517,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
469,6.4,6.0,0,3357,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
470,6.6,6.0,0,4825,353296630a2d150f48c76183e82188dfcaa42df0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
471,6.3.2,6.0,0,2321,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
472,4.5.6,6.0,7807,68,12d931e5a31e1692a428bbb34ba11cd63aebf998,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
473,6.7.3,6.0,0,5268,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
474,5.5,6.0,856,0,5773a4aab0ef6c0de79d3038e82f8a051049d6d0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
475,5.4,6.0,1581,0,7b02df9be3cd9448699b5857586e1c6e2b28c007,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
476,6.3.1,6.0,0,2314,54be39f47d188340b14d4d9236bbf3d43b1db2ae,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
477,5.1.2,6.0,5433,0,2a52a7106b2bfbd659c591c2d6fc09ad0ab2db5c,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
478,5.6.7,6.0,472,76,3de1bdeb3255fedc75885313205143f28aa89e9c,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
479,5.6,6.0,507,0,074f3d1169f9688d15af4aff67e7e672cbeed782,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
480,5.6.2,6.0,472,22,9c1c190107023ffca5f67d6d0184ff5371c5347f,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
481,7.0,6.0,0,5649,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
482,5.6.6,6.0,472,66,05221592672b903c703c0424dc77458e615c106d,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
483,6.7.1,6.0,0,5223,426519346f51f7b980a76f9050f983110550509d,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
484,5.1,6.0,5452,0,4aa9af3a6a4362b61db365fba32eb0a55d411e7a,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
485,6.7.6,6.0,0,5331,302f75de1ec5df6e983970f3c76b86ee02b1cd26,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
486,6.7.5,6.0,0,5315,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
487,6.7.4,6.0,0,5288,b62b59da1adf991c41ed0730684f813d4116f6cc,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
488,6.3,6.0,0,2303,43ea4f4c43aa89d4c435017f86d0da254e115e6b,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
489,5.2,6.0,2580,0,f045be98be3ba032b6b19d71574038eeeb91803b,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
490,6.1,6.0,0,592,442f1a11b2365618f58f3f456a756995a6318225,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
491,5.6.3,6.0,472,35,a68d912046cfbbe3f9d1493ab53414face1adae2,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
492,5.3,6.0,2019,0,8db783e62b266eeb0d0b10dc050a7ca50e96c5d1,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
493,6.7.7,6.0,0,5343,4aa6d928f960303eb990d50c275513a517c85e69,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
494,5.6.1,6.0,475,0,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa
495,6.1.1,6.1,0,4,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,442f1a11b2365618f58f3f456a756995a6318225
496,6.7.3,6.1,0,4676,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,442f1a11b2365618f58f3f456a756995a6318225
497,6.3.2,6.1,0,1729,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,442f1a11b2365618f58f3f456a756995a6318225
498,5.4,6.1,2173,0,7b02df9be3cd9448699b5857586e1c6e2b28c007,442f1a11b2365618f58f3f456a756995a6318225
499,6.3.1,6.1,0,1722,54be39f47d188340b14d4d9236bbf3d43b1db2ae,442f1a11b2365618f58f3f456a756995a6318225
500,5.3,6.1,2611,0,8db783e62b266eeb0d0b10dc050a7ca50e96c5d1,442f1a11b2365618f58f3f456a756995a6318225
501,7.2,6.1,0,5872,d7828ea4d821aaceedd431004c83a196cea8b38a,442f1a11b2365618f58f3f456a756995a6318225
502,5.6.2,6.1,1042,0,9c1c190107023ffca5f67d6d0184ff5371c5347f,442f1a11b2365618f58f3f456a756995a6318225
503,5.2,6.1,3172,0,f045be98be3ba032b6b19d71574038eeeb91803b,442f1a11b2365618f58f3f456a756995a6318225
504,5.6.6,6.1,1034,36,05221592672b903c703c0424dc77458e615c106d,442f1a11b2365618f58f3f456a756995a6318225
505,5.1.1,6.1,6037,0,0a231d24c0f1e7ce1d200274b8e9bbe00f9f49fb,442f1a11b2365618f58f3f456a756995a6318225
506,6.7.7,6.1,0,4751,4aa6d928f960303eb990d50c275513a517c85e69,442f1a11b2365618f58f3f456a756995a6318225
507,5.1,6.1,6044,0,4aa9af3a6a4362b61db365fba32eb0a55d411e7a,442f1a11b2365618f58f3f456a756995a6318225
508,6.5,6.1,0,3178,ef2ca5b33e5795b841d45e0b20fef3cb90391719,442f1a11b2365618f58f3f456a756995a6318225
509,7.1,6.1,0,5372,ecdde3879059a41f229782061bdad49677dd63f8,442f1a11b2365618f58f3f456a756995a6318225
510,5.6.3,6.1,1034,5,a68d912046cfbbe3f9d1493ab53414face1adae2,442f1a11b2365618f58f3f456a756995a6318225
511,5.6.4,6.1,1034,22,52298794f1a34a4fd713ff8d441a0c13432e40a9,442f1a11b2365618f58f3f456a756995a6318225
512,4.5.6,6.1,8399,68,12d931e5a31e1692a428bbb34ba11cd63aebf998,442f1a11b2365618f58f3f456a756995a6318225
513,6.7.1,6.1,0,4631,426519346f51f7b980a76f9050f983110550509d,442f1a11b2365618f58f3f456a756995a6318225
514,5.1.2,6.1,6025,0,2a52a7106b2bfbd659c591c2d6fc09ad0ab2db5c,442f1a11b2365618f58f3f456a756995a6318225
515,6.2,6.1,0,696,4a28f29f95254b58f3cf0a0871bc632e998403f5,442f1a11b2365618f58f3f456a756995a6318225
516,5.6.7,6.1,1034,46,3de1bdeb3255fedc75885313205143f28aa89e9c,442f1a11b2365618f58f3f456a756995a6318225
517,7.0,6.1,0,5057,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,442f1a11b2365618f58f3f456a756995a6318225
518,6.7.6,6.1,0,4739,302f75de1ec5df6e983970f3c76b86ee02b1cd26,442f1a11b2365618f58f3f456a756995a6318225
519,4.5.7,6.1,8399,75,e2afb0bff1b8be759789d2c1bc9348de6f519f83,442f1a11b2365618f58f3f456a756995a6318225
520,6.4,6.1,0,2765,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,442f1a11b2365618f58f3f456a756995a6318225
521,6.7.4,6.1,0,4696,b62b59da1adf991c41ed0730684f813d4116f6cc,442f1a11b2365618f58f3f456a756995a6318225
522,6.6,6.1,0,4233,353296630a2d150f48c76183e82188dfcaa42df0,442f1a11b2365618f58f3f456a756995a6318225
523,5.5,6.1,1448,0,5773a4aab0ef6c0de79d3038e82f8a051049d6d0,442f1a11b2365618f58f3f456a756995a6318225
524,5.6.1,6.1,1067,0,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,442f1a11b2365618f58f3f456a756995a6318225
525,6.7.5,6.1,0,4723,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,442f1a11b2365618f58f3f456a756995a6318225
526,6.7,6.1,0,4606,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,442f1a11b2365618f58f3f456a756995a6318225
527,6.3,6.1,0,1711,43ea4f4c43aa89d4c435017f86d0da254e115e6b,442f1a11b2365618f58f3f456a756995a6318225
528,6.0,6.1,592,0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,442f1a11b2365618f58f3f456a756995a6318225
529,5.6,6.1,1099,0,074f3d1169f9688d15af4aff67e7e672cbeed782,442f1a11b2365618f58f3f456a756995a6318225
530,5.6.5,6.1,1034,33,29a8d73d1b3fb39fd35c777bf07be40873391517,442f1a11b2365618f58f3f456a756995a6318225
531,6.7.2,6.1,0,4661,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,442f1a11b2365618f58f3f456a756995a6318225
532,6.3.1,6.1.1,0,1718,54be39f47d188340b14d4d9236bbf3d43b1db2ae,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
533,5.1.2,6.1.1,6029,0,2a52a7106b2bfbd659c591c2d6fc09ad0ab2db5c,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
534,5.4,6.1.1,2177,0,7b02df9be3cd9448699b5857586e1c6e2b28c007,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
535,5.6.2,6.1.1,1046,0,9c1c190107023ffca5f67d6d0184ff5371c5347f,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
536,7.0,6.1.1,0,5053,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
537,6.7.7,6.1.1,0,4747,4aa6d928f960303eb990d50c275513a517c85e69,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
538,5.6.6,6.1.1,1038,36,05221592672b903c703c0424dc77458e615c106d,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
539,5.6.4,6.1.1,1038,22,52298794f1a34a4fd713ff8d441a0c13432e40a9,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
540,5.5,6.1.1,1452,0,5773a4aab0ef6c0de79d3038e82f8a051049d6d0,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
541,7.2,6.1.1,0,5868,d7828ea4d821aaceedd431004c83a196cea8b38a,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
542,4.5.6,6.1.1,8403,68,12d931e5a31e1692a428bbb34ba11cd63aebf998,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
543,6.3.2,6.1.1,0,1725,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
544,6.5,6.1.1,0,3174,ef2ca5b33e5795b841d45e0b20fef3cb90391719,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
545,7.3,6.1.1,0,6096,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
546,6.1,6.1.1,4,0,442f1a11b2365618f58f3f456a756995a6318225,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
547,7.1,6.1.1,0,5368,ecdde3879059a41f229782061bdad49677dd63f8,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
548,6.0,6.1.1,596,0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
549,6.4,6.1.1,0,2761,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
550,6.7.5,6.1.1,0,4719,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
551,5.1,6.1.1,6048,0,4aa9af3a6a4362b61db365fba32eb0a55d411e7a,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
552,6.3,6.1.1,0,1707,43ea4f4c43aa89d4c435017f86d0da254e115e6b,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
553,6.7.4,6.1.1,0,4692,b62b59da1adf991c41ed0730684f813d4116f6cc,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
554,6.7.1,6.1.1,0,4627,426519346f51f7b980a76f9050f983110550509d,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
555,5.3,6.1.1,2615,0,8db783e62b266eeb0d0b10dc050a7ca50e96c5d1,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
556,5.6.5,6.1.1,1038,33,29a8d73d1b3fb39fd35c777bf07be40873391517,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
557,6.7,6.1.1,0,4602,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
558,4.5.7,6.1.1,8403,75,e2afb0bff1b8be759789d2c1bc9348de6f519f83,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
559,5.2,6.1.1,3176,0,f045be98be3ba032b6b19d71574038eeeb91803b,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
560,5.6.7,6.1.1,1038,46,3de1bdeb3255fedc75885313205143f28aa89e9c,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
561,6.7.6,6.1.1,0,4735,302f75de1ec5df6e983970f3c76b86ee02b1cd26,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
562,5.6.3,6.1.1,1038,5,a68d912046cfbbe3f9d1493ab53414face1adae2,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
563,6.6,6.1.1,0,4229,353296630a2d150f48c76183e82188dfcaa42df0,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
564,5.1.1,6.1.1,6041,0,0a231d24c0f1e7ce1d200274b8e9bbe00f9f49fb,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
565,6.2,6.1.1,0,692,4a28f29f95254b58f3cf0a0871bc632e998403f5,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
566,5.6.1,6.1.1,1071,0,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
567,6.7.2,6.1.1,0,4657,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
568,6.7.3,6.1.1,0,4672,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
569,5.6,6.1.1,1103,0,074f3d1169f9688d15af4aff67e7e672cbeed782,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4
570,7.3,6.2,0,5404,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,4a28f29f95254b58f3cf0a0871bc632e998403f5
571,7.4,6.2,0,5505,86937350807da2beb38dcd4216eafea0009fb99f,4a28f29f95254b58f3cf0a0871bc632e998403f5
572,5.6.5,6.2,1712,15,29a8d73d1b3fb39fd35c777bf07be40873391517,4a28f29f95254b58f3cf0a0871bc632e998403f5
573,5.1.2,6.2,6721,0,2a52a7106b2bfbd659c591c2d6fc09ad0ab2db5c,4a28f29f95254b58f3cf0a0871bc632e998403f5
574,5.6.3,6.2,1725,0,a68d912046cfbbe3f9d1493ab53414face1adae2,4a28f29f95254b58f3cf0a0871bc632e998403f5
575,5.1.1,6.2,6733,0,0a231d24c0f1e7ce1d200274b8e9bbe00f9f49fb,4a28f29f95254b58f3cf0a0871bc632e998403f5
576,5.2,6.2,3868,0,f045be98be3ba032b6b19d71574038eeeb91803b,4a28f29f95254b58f3cf0a0871bc632e998403f5
577,7.1,6.2,0,4676,ecdde3879059a41f229782061bdad49677dd63f8,4a28f29f95254b58f3cf0a0871bc632e998403f5
578,5.6.2,6.2,1738,0,9c1c190107023ffca5f67d6d0184ff5371c5347f,4a28f29f95254b58f3cf0a0871bc632e998403f5
579,6.7,6.2,0,3910,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,4a28f29f95254b58f3cf0a0871bc632e998403f5
580,5.6.1,6.2,1763,0,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,4a28f29f95254b58f3cf0a0871bc632e998403f5
581,6.0,6.2,1288,0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,4a28f29f95254b58f3cf0a0871bc632e998403f5
582,5.6,6.2,1795,0,074f3d1169f9688d15af4aff67e7e672cbeed782,4a28f29f95254b58f3cf0a0871bc632e998403f5
583,6.3.2,6.2,0,1033,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,4a28f29f95254b58f3cf0a0871bc632e998403f5
584,6.5,6.2,0,2482,ef2ca5b33e5795b841d45e0b20fef3cb90391719,4a28f29f95254b58f3cf0a0871bc632e998403f5
585,4.5.7,6.2,9095,75,e2afb0bff1b8be759789d2c1bc9348de6f519f83,4a28f29f95254b58f3cf0a0871bc632e998403f5
586,4.5.6,6.2,9095,68,12d931e5a31e1692a428bbb34ba11cd63aebf998,4a28f29f95254b58f3cf0a0871bc632e998403f5
587,6.7.5,6.2,0,4027,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,4a28f29f95254b58f3cf0a0871bc632e998403f5
588,5.6.7,6.2,1712,28,3de1bdeb3255fedc75885313205143f28aa89e9c,4a28f29f95254b58f3cf0a0871bc632e998403f5
589,6.7.3,6.2,0,3980,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,4a28f29f95254b58f3cf0a0871bc632e998403f5
590,7.0,6.2,0,4361,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,4a28f29f95254b58f3cf0a0871bc632e998403f5
591,5.4,6.2,2869,0,7b02df9be3cd9448699b5857586e1c6e2b28c007,4a28f29f95254b58f3cf0a0871bc632e998403f5
592,5.6.6,6.2,1712,18,05221592672b903c703c0424dc77458e615c106d,4a28f29f95254b58f3cf0a0871bc632e998403f5
593,6.3,6.2,0,1015,43ea4f4c43aa89d4c435017f86d0da254e115e6b,4a28f29f95254b58f3cf0a0871bc632e998403f5
594,5.3,6.2,3307,0,8db783e62b266eeb0d0b10dc050a7ca50e96c5d1,4a28f29f95254b58f3cf0a0871bc632e998403f5
595,5.5,6.2,2144,0,5773a4aab0ef6c0de79d3038e82f8a051049d6d0,4a28f29f95254b58f3cf0a0871bc632e998403f5
596,6.6,6.2,0,3537,353296630a2d150f48c76183e82188dfcaa42df0,4a28f29f95254b58f3cf0a0871bc632e998403f5
597,6.1.1,6.2,692,0,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,4a28f29f95254b58f3cf0a0871bc632e998403f5
598,6.1,6.2,696,0,442f1a11b2365618f58f3f456a756995a6318225,4a28f29f95254b58f3cf0a0871bc632e998403f5
599,5.1,6.2,6740,0,4aa9af3a6a4362b61db365fba32eb0a55d411e7a,4a28f29f95254b58f3cf0a0871bc632e998403f5
600,6.4,6.2,0,2069,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,4a28f29f95254b58f3cf0a0871bc632e998403f5
601,6.7.2,6.2,0,3965,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,4a28f29f95254b58f3cf0a0871bc632e998403f5
602,6.3.1,6.2,0,1026,54be39f47d188340b14d4d9236bbf3d43b1db2ae,4a28f29f95254b58f3cf0a0871bc632e998403f5
603,6.7.1,6.2,0,3935,426519346f51f7b980a76f9050f983110550509d,4a28f29f95254b58f3cf0a0871bc632e998403f5
604,6.7.4,6.2,0,4000,b62b59da1adf991c41ed0730684f813d4116f6cc,4a28f29f95254b58f3cf0a0871bc632e998403f5
605,6.7.6,6.2,0,4043,302f75de1ec5df6e983970f3c76b86ee02b1cd26,4a28f29f95254b58f3cf0a0871bc632e998403f5
606,6.7.7,6.2,0,4055,4aa6d928f960303eb990d50c275513a517c85e69,4a28f29f95254b58f3cf0a0871bc632e998403f5
607,7.2,6.2,0,5176,d7828ea4d821aaceedd431004c83a196cea8b38a,4a28f29f95254b58f3cf0a0871bc632e998403f5
608,5.6.4,6.2,1712,4,52298794f1a34a4fd713ff8d441a0c13432e40a9,4a28f29f95254b58f3cf0a0871bc632e998403f5
609,6.4,6.3,0,1054,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,43ea4f4c43aa89d4c435017f86d0da254e115e6b
610,5.6,6.3,2810,0,074f3d1169f9688d15af4aff67e7e672cbeed782,43ea4f4c43aa89d4c435017f86d0da254e115e6b
611,6.2,6.3,1015,0,4a28f29f95254b58f3cf0a0871bc632e998403f5,43ea4f4c43aa89d4c435017f86d0da254e115e6b
612,6.1,6.3,1711,0,442f1a11b2365618f58f3f456a756995a6318225,43ea4f4c43aa89d4c435017f86d0da254e115e6b
613,5.6.7,6.3,2727,28,3de1bdeb3255fedc75885313205143f28aa89e9c,43ea4f4c43aa89d4c435017f86d0da254e115e6b
614,6.5,6.3,0,1467,ef2ca5b33e5795b841d45e0b20fef3cb90391719,43ea4f4c43aa89d4c435017f86d0da254e115e6b
615,5.2,6.3,4883,0,f045be98be3ba032b6b19d71574038eeeb91803b,43ea4f4c43aa89d4c435017f86d0da254e115e6b
616,7.4,6.3,0,4490,86937350807da2beb38dcd4216eafea0009fb99f,43ea4f4c43aa89d4c435017f86d0da254e115e6b
617,5.6.6,6.3,2727,18,05221592672b903c703c0424dc77458e615c106d,43ea4f4c43aa89d4c435017f86d0da254e115e6b
618,6.7.1,6.3,0,2920,426519346f51f7b980a76f9050f983110550509d,43ea4f4c43aa89d4c435017f86d0da254e115e6b
619,5.6.1,6.3,2778,0,4f37a3f3b40da4bba953d1ed9a2b0d114869a8ad,43ea4f4c43aa89d4c435017f86d0da254e115e6b
620,5.3,6.3,4322,0,8db783e62b266eeb0d0b10dc050a7ca50e96c5d1,43ea4f4c43aa89d4c435017f86d0da254e115e6b
621,4.5.7,6.3,10110,75,e2afb0bff1b8be759789d2c1bc9348de6f519f83,43ea4f4c43aa89d4c435017f86d0da254e115e6b
622,6.7.4,6.3,0,2985,b62b59da1adf991c41ed0730684f813d4116f6cc,43ea4f4c43aa89d4c435017f86d0da254e115e6b
623,5.6.2,6.3,2753,0,9c1c190107023ffca5f67d6d0184ff5371c5347f,43ea4f4c43aa89d4c435017f86d0da254e115e6b
624,7.0,6.3,0,3346,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,43ea4f4c43aa89d4c435017f86d0da254e115e6b
625,7.1,6.3,0,3661,ecdde3879059a41f229782061bdad49677dd63f8,43ea4f4c43aa89d4c435017f86d0da254e115e6b
626,6.7.3,6.3,0,2965,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,43ea4f4c43aa89d4c435017f86d0da254e115e6b
627,6.7.7,6.3,0,3040,4aa6d928f960303eb990d50c275513a517c85e69,43ea4f4c43aa89d4c435017f86d0da254e115e6b
628,5.1.2,6.3,7736,0,2a52a7106b2bfbd659c591c2d6fc09ad0ab2db5c,43ea4f4c43aa89d4c435017f86d0da254e115e6b
629,5.6.5,6.3,2727,15,29a8d73d1b3fb39fd35c777bf07be40873391517,43ea4f4c43aa89d4c435017f86d0da254e115e6b
630,6.7.2,6.3,0,2950,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,43ea4f4c43aa89d4c435017f86d0da254e115e6b
631,5.6.4,6.3,2727,4,52298794f1a34a4fd713ff8d441a0c13432e40a9,43ea4f4c43aa89d4c435017f86d0da254e115e6b
632,6.1.1,6.3,1707,0,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,43ea4f4c43aa89d4c435017f86d0da254e115e6b
633,6.6,6.3,0,2522,353296630a2d150f48c76183e82188dfcaa42df0,43ea4f4c43aa89d4c435017f86d0da254e115e6b
634,7.3,6.3,0,4389,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,43ea4f4c43aa89d4c435017f86d0da254e115e6b
635,5.4,6.3,3884,0,7b02df9be3cd9448699b5857586e1c6e2b28c007,43ea4f4c43aa89d4c435017f86d0da254e115e6b
636,5.1.1,6.3,7748,0,0a231d24c0f1e7ce1d200274b8e9bbe00f9f49fb,43ea4f4c43aa89d4c435017f86d0da254e115e6b
637,6.7,6.3,0,2895,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,43ea4f4c43aa89d4c435017f86d0da254e115e6b
638,5.6.3,6.3,2740,0,a68d912046cfbbe3f9d1493ab53414face1adae2,43ea4f4c43aa89d4c435017f86d0da254e115e6b
639,5.1,6.3,7755,0,4aa9af3a6a4362b61db365fba32eb0a55d411e7a,43ea4f4c43aa89d4c435017f86d0da254e115e6b
640,5.5,6.3,3159,0,5773a4aab0ef6c0de79d3038e82f8a051049d6d0,43ea4f4c43aa89d4c435017f86d0da254e115e6b
641,7.5,6.3,0,5147,cb851ba202973bd468e070572c1e3b0b0437d2f4,43ea4f4c43aa89d4c435017f86d0da254e115e6b
642,6.3.1,6.3,0,11,54be39f47d188340b14d4d9236bbf3d43b1db2ae,43ea4f4c43aa89d4c435017f86d0da254e115e6b
643,6.7.6,6.3,0,3028,302f75de1ec5df6e983970f3c76b86ee02b1cd26,43ea4f4c43aa89d4c435017f86d0da254e115e6b
644,7.2,6.3,0,4161,d7828ea4d821aaceedd431004c83a196cea8b38a,43ea4f4c43aa89d4c435017f86d0da254e115e6b
645,6.7.5,6.3,0,3012,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,43ea4f4c43aa89d4c435017f86d0da254e115e6b
646,6.0,6.3,2303,0,8fd98eebd4c693bedae9c2ce45d6edc9ff2830fa,43ea4f4c43aa89d4c435017f86d0da254e115e6b
647,6.3.2,6.3,0,18,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,43ea4f4c43aa89d4c435017f86d0da254e115e6b
648,6.7.1,6.3.1,0,2909,426519346f51f7b980a76f9050f983110550509d,54be39f47d188340b14d4d9236bbf3d43b1db2ae
